track_id,name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,era
4BidnF0FAjHSUqWhtQYZDI,Historias (feat. Chela Rivas) - Original Mix,Tony Dark Eyes,19,0.534,0.858,9,-8.171,0,0.0348,0.000613,0.00507,0.217,0.0568,128.01,213999,pop,2010s
27AHAtAirQapVldIm4c9ZX,Jump,Kris Kross,66,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,195107,r&b,~2000
6LivA9wfDjEOGI6DmgVBbb,Teddy's Jam,Guy,0,0.802,0.93,2,-5.551,1,0.0857,0.0302,0.0289,0.116,0.74,104.585,211560,r&b,2000s
6JG2IGfpcPcGWAIbO7U7Rr,Funky Melody,Ballin Entertainment,0,0.808,0.583,6,-13.049,1,0.0475,0.00326,0.0178,0.115,0.796,130.209,140330,latin,2000s
110pEfj2ij3wmN7Cs9RG7D,Drinking Again,Avail Hollywood,32,0.766,0.555,6,-5.62,0,0.0425,0.00542,0.0,0.338,0.714,104.963,237083,rap,2010s
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,98,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,latin,2010s
4ESPuOrSsRcBISzcMlzmY5,Sad (feat. Afrojack),Chico Rose,75,0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,161280,edm,2010s
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,79,0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,258773,rock,~2000
3YpjlpaIHYBDXll0XCwrif,Steady Blazin’,Noizu,30,0.802,0.948,1,-5.028,1,0.0509,0.00263,0.224,0.244,0.564,124.004,229355,edm,2010s
3VdMyADuRJPC7WGSNwlZNO,Somebody That I Used To Know (feat. April Ivy),AZTX,30,0.702,0.836,5,-6.7,0,0.132,0.0108,5.06e-06,0.162,0.558,125.027,218880,edm,2010s
15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World,Nirvana,72,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,rock,~2000
4ZfvEED0Fel6LeXXvJZVFs,DXAVADIN,NONSENSE,31,0.741,0.58,8,-6.511,0,0.0871,0.173,6.01e-05,0.0813,0.587,120.052,148000,rap,2020s
7rbtNjuh56l71xV7Uowf50,Mi Fanatica,Arcangel,58,0.875,0.691,4,-7.704,1,0.114,0.0446,0.00326,0.219,0.612,92.993,228560,latin,2000s
1zGwWmxXJHFes4dfkbnBUC,Limbo (feat. Gilli),NODE,61,0.827,0.682,6,-5.837,1,0.102,0.0988,0.0,0.225,0.844,130.009,169206,rap,2020s
4DAr4BlLbgpfUJ7iAwOKK0,Take It While It's Hot,Sweet Sensation,32,0.662,0.871,11,-12.68,0,0.0429,0.000205,0.882,0.094,0.71,117.492,299907,latin,~2000
6wbBrsE2H2pupmnfoVSY6w,Come Clean - E New Y Radio,Jeru The Damaja,50,0.812,0.778,10,-13.957,0,0.292,0.6,4.39e-05,0.11,0.599,87.713,297040,rap,~2000
3XOcKSqWYaLXMjZHDz7YvK,Punto Y Aparte,Tego Calderon,47,0.8,0.765,6,-5.013,0,0.0478,0.291,0.0416,0.0977,0.722,95.007,205929,latin,2000s
0JcNysfWVWaMS7R6vzGB2k,Robarte un Beso,Carlos Vives,76,0.742,0.858,10,-4.946,1,0.0483,0.0826,0.0,0.364,0.64,95.049,194742,latin,2010s
3e78YrVoW5M3D6NdGqCIcZ,Private Beach,Cosmic Cycler,37,0.631,0.74,0,-10.798,0,0.0301,0.358,0.765,0.159,0.901,97.081,141442,rock,2010s
2xcaABUXHZ5WNc6TtmghbX,Condiciones,Maikel Delacalle,57,0.811,0.532,9,-6.843,0,0.118,0.0613,0.0,0.261,0.569,140.01,195429,rap,2010s
2DJFNq3kEgMh9lvttNYABX,Police man,St. Viper,35,0.895,0.84,5,-3.646,1,0.248,0.375,0.0,0.0801,0.847,99.982,166844,r&b,2000s
6KEEQ2YKESpvvurl6l2eIg,De Música Ligera (Live),Soda Stereo,0,0.324,0.858,7,-8.243,1,0.122,0.0219,0.0439,0.7,0.244,124.226,293107,rock,~2000
5tsho1yIhRDcLGtua06lFb,California Love - Original Mix,2Pac,0,0.769,0.841,7,-2.747,1,0.0465,0.0309,1.01e-06,0.41,0.77,91.528,284427,rap,2000s
1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,76,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,latin,2000s
24UpRW1KQyKGv34jLryUN7,Somebody Like Me,Silkk The Shocker,25,0.798,0.594,11,-6.784,0,0.123,0.535,3.24e-06,0.131,0.895,138.011,252000,rap,~2000
1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,ZZ Top,72,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,258027,rock,~2000
1gZOnv0YjmFIM2oXVin9ZR,Ramblin' Gamblin' Man,Bob Seger,15,0.61,0.864,9,-3.77,1,0.0514,0.0207,0.0,0.0569,0.875,130.577,145311,rock,~2000
274yAEeC1QztB3gCyDWtgc,I'm Still Here (feat. Corey Crowder),SMO,21,0.842,0.568,3,-7.462,0,0.276,0.358,0.0,0.0444,0.929,101.987,182600,rap,2010s
27L8sESb3KR79asDUBu8nW,Stacy's Mom,Fountains Of Wayne,73,0.774,0.75,11,-4.927,0,0.0413,0.0021,1.85e-05,0.0808,0.925,118.015,197987,pop,2000s
6mcu7D7QuABVwUGDwovOEh,If I Can't,50 Cent,65,0.886,0.626,11,-2.528,0,0.277,0.265,0.0,0.024,0.856,93.989,196627,rap,2000s
5omSKZvHQUH8WRUTOTC1cU,Is There Anybody Lonely,Sir Charles Jones,38,0.791,0.44,0,-8.443,1,0.0416,0.64,0.0,0.0926,0.553,110.105,279507,rap,2000s
5RHG4SQ6iJ1qQJmt3EFJCX,We're Not Gonna Take It,Twisted Sister,58,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,219667,rock,2000s
6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),JACKBOYS,87,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,rap,2010s
7s0lDK7y3XLmI7tcsRAbW0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,68,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,edm,2010s
7hbgCKddEQhCVXHsMdHebN,Mientes Tan Bien,Sin Bandera,65,0.616,0.193,7,-15.139,1,0.0338,0.883,1.44e-06,0.107,0.486,135.746,229187,latin,2000s
62jnuBopQmg4qx6hpYltC9,Signos - Remasterizada 2007,Soda Stereo,53,0.518,0.712,9,-9.269,0,0.0297,0.143,0.0629,0.612,0.509,122.701,271400,rock,~2000
41Onw0vYh3bs1qilzn50D6,If I Ever Fall In Love,Shai,1,0.402,0.205,6,-11.232,1,0.038,0.758,0.0,0.147,0.42,143.994,189027,r&b,~2000
7c4iU5qYbzvhcuyKCTHyFt,Portland,Zoology,29,0.772,0.358,6,-15.392,0,0.17,0.0133,0.0,0.145,0.489,112.014,199000,r&b,2010s
34o7op5h46HN2bbqnm0dCh,Hold Me Close,PuFFcorn,26,0.508,0.682,10,-5.381,1,0.0489,0.0217,0.0,0.343,0.309,127.93,196348,r&b,2020s
1RXEb6UTxJ05RffnAWfUOE,Player's Ball,OutKast,59,0.857,0.764,1,-6.304,1,0.246,0.0402,0.0,0.425,0.579,93.071,261267,rap,~2000
1EB3Z38oKDKVp4K2yEO2dl,More Than Words Can Say,Alias,51,0.412,0.376,4,-11.789,1,0.029,0.609,0.00223,0.11,0.153,69.064,234196,rock,~2000
1eEEegafHzDJ2Znp5q6Qv1,MadDog2020,Spade Melo,34,0.779,0.566,1,-7.869,0,0.0803,0.144,0.0,0.0954,0.38,137.966,178500,rap,2010s
0r3ZNSbuCYjwRlPBMokCbW,Guest List - Original Mix,Alvaro,0,0.72,0.976,4,-2.135,1,0.0772,0.00107,0.0884,0.277,0.335,128.004,273398,edm,2010s
2E7O8F8P1i9WpbwVImSje8,One Love (Steve Hartz Remix),It's Benzzo,36,0.682,0.842,6,-4.715,1,0.0387,0.0555,0.0263,0.0877,0.175,99.995,238625,edm,2020s
2sYcQS3ShXfMsxW3BDFHzD,Pirates,Rick Ross,0,0.611,0.74,9,-6.007,1,0.318,0.14,0.0,0.12,0.527,142.127,203347,rap,2010s
2oIc3yUshnfNpy4NjJFAWO,Anastasy,TheLavish,21,0.699,0.803,8,-3.872,0,0.0438,0.0657,1.02e-05,0.171,0.409,106.025,201509,pop,2010s
36tL7MtytUgnUxjDF830Qb,Appletree,Erykah Badu,4,0.875,0.45,7,-10.525,1,0.0685,0.0798,9.11e-05,0.0722,0.619,94.86,265373,r&b,~2000
64ssaWsRB5o6F8eByUyPr6,I Feel Like,Mike Gudmann,28,0.795,0.779,6,-6.593,1,0.449,0.0457,3.57e-05,0.388,0.383,128.065,169736,edm,2010s
0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga,78,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,latin,2000s
2q42avQSJpPs2T1XZ84g3j,Flossin' Season,Juvenile,31,0.836,0.757,10,-7.914,0,0.244,0.155,0.0,0.211,0.722,93.004,273252,rap,~2000
2W2vmNmTLERMWT9XBxm35E,Diggin' On You,TLC,53,0.719,0.631,6,-7.411,1,0.0451,0.0235,0.702,0.0686,0.456,80.126,254560,r&b,~2000
1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill,70,0.897,0.612,11,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,102.305,208267,rap,~2000
0vg6ueDexrELdda2VyFlCN,Surfer Joe - Hit Version,The Surfaris,15,0.646,0.813,8,-7.803,1,0.0419,0.52,0.00944,0.0625,0.967,141.691,151373,rock,~2000
4kIYLdQ0eoiZaVrGVWLvqn,Are You Mine,Alex Schulz,54,0.613,0.694,2,-5.462,1,0.0314,0.104,2.7e-06,0.0571,0.589,125.989,209477,latin,2010s
3VHJN9R1HaJAp6SbeMT0V5,Empire,Of Monsters and Men,4,0.53,0.684,0,-6.264,0,0.0331,0.000517,0.000719,0.0946,0.519,118.782,260413,pop,2010s
3LQPTJEqOfljGBxmpgUnoC,American Woman - Remastered,The Guess Who,67,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,307493,rock,2000s
3m0BCyPaS5BN5iQgtdPr0u,Perfect (feat. Haris) - LUM!X Remix,Lucas & Steve,59,0.723,0.87,6,-4.96,1,0.0354,0.00266,3.5e-06,0.0581,0.509,127.932,187074,edm,2010s
3CKLPDN1AIOYa7QPpy6oDH,Cars,Gary Numan,7,0.488,0.595,2,-9.074,1,0.0533,0.0421,0.000465,0.143,0.732,128.013,235467,rock,~2000
1ayRJ4dlr48VJ3FK6uPq2i,Salvation,The Cranberries,50,0.327,0.979,10,-4.527,1,0.0787,0.000648,2.66e-05,0.317,0.873,169.012,142907,rock,~2000
5TFyNdCLlC1ZRuwczqaS97,Iron Man,Black Sabbath,1,0.339,0.824,9,-9.522,1,0.0938,0.00521,0.00432,0.0803,0.538,154.573,354240,rock,~2000
2UdCIrsZR9bw96kcLAyAyh,Instagram - R3HAB Remix,Dimitri Vegas & Like Mike,63,0.436,0.858,1,-4.069,0,0.104,0.0554,0.0,0.173,0.502,122.568,151897,edm,2010s
7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),MOTi,59,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,157024,pop,2010s
2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,75,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360,r&b,2000s
5rSVQzJQ5nMUcFJDkJMfzL,First Place,Polo G,60,0.656,0.566,0,-9.501,1,0.339,0.0125,0.0,0.0655,0.563,137.215,199992,rap,2020s
29RfVJ72SbWKI43XXVhJVS,We Rise Together,Wyko,34,0.587,0.885,1,-5.853,1,0.398,0.00287,0.0071,0.185,0.335,131.89,160000,edm,2020s
3LDMrzAYIeUiAUWO8KKpPB,Llama,Ana Torroja,48,0.907,0.603,1,-7.54,0,0.06,0.128,0.00243,0.101,0.378,109.979,235002,latin,2010s
22sESxzbY1O1E19xjOTaYf,Me Voy,Rombai,67,0.531,0.752,9,-3.33,0,0.2,0.214,0.0,0.145,0.884,192.443,177787,latin,2010s
7xVnQFDt085yNhv5XIO6vJ,Nobody but You,Twelve24,24,0.565,0.588,11,-9.049,0,0.0313,0.000518,0.0,0.357,0.292,86.983,204000,edm,2010s
64BbK9SFKH2jk86U3dGj2P,Otherside,Red Hot Chili Peppers,78,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,rock,~2000
1rs92hJj00BrqjuyroOv6g,Safer To Hate Her,You Me At Six,38,0.392,0.855,2,-4.742,1,0.0652,0.000713,7.4e-06,0.196,0.456,74.995,198467,pop,2010s
3Qru36Ylp86E2Q4dWB4OnQ,Love For That,Mura Masa,2,0.628,0.523,5,-7.246,0,0.192,0.61,0.00609,0.12,0.356,112.864,191595,r&b,2010s
6mEP1cofyVXsJ9oDAeaRIt,Eternally 12,Melanie Faye,53,0.713,0.387,8,-15.257,0,0.0356,0.0539,0.442,0.0732,0.539,129.908,241603,r&b,2010s
3Q3myFA7q4Op95DOpHplaY,do re mi,blackbear,79,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027,pop,2010s
2kt06ZsD735FYBZO8yAAQs,Hello Ego,Jhené Aiko,55,0.528,0.466,0,-9.494,1,0.117,0.157,0.0,0.22,0.41,119.135,228133,r&b,2010s
1ei4Cg4zYN2y17CAvjETSM,So You Want to Be a Gangster,Too $hort,50,0.687,0.373,2,-13.988,1,0.101,0.000186,0.0117,0.325,0.495,110.504,244507,rap,~2000
2qM1Uus4I6Yx2BGlIzXaI0,Es Un Secreto,Plan B,4,0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,190560,latin,2010s
0hnHoQbEQOL4YUZ4SO6xbe,Calling All the Monsters,China Anne McClain,47,0.56,0.826,6,-5.866,0,0.0976,0.00272,0.0,0.487,0.492,141.974,206676,pop,2010s
2CG9mGkKC6IQE5lEjDioEi,Just Kickin' It,Xscape,51,0.692,0.353,1,-12.872,0,0.0613,0.0571,2.26e-05,0.579,0.73,80.902,204057,r&b,~2000
6NIc9aJLGBJG2HcVPx8kE9,Slow,Animate Objects,16,0.825,0.633,11,-9.328,1,0.117,0.583,0.000749,0.11,0.483,110.258,246813,r&b,2000s
5qVF2rEf75oPrZHhmZmDKk,Return Of The Tres,Delinquent Habits,50,0.725,0.808,2,-6.843,1,0.0864,0.000101,0.000976,0.0893,0.539,100.578,254640,rap,2000s
2X6okzhnNPSzh9yxDMHHe3,U Got the Look,Prince,49,0.832,0.453,9,-15.012,1,0.0618,0.172,2.27e-05,0.0549,0.783,122.363,227707,r&b,~2000
6LUOMjoORvAkdhBYvESO46,Move Your Body - Alan Walker Remix,Sia,67,0.636,0.789,10,-4.905,0,0.0892,0.0834,0.000896,0.391,0.4,128.028,217907,edm,2010s
6QqyaRMQ90rL3PGZRXYdox,Hurricane - Unplugged,Thirty Seconds To Mars,0,0.228,0.329,9,-10.295,0,0.0595,0.651,0.0,0.968,0.142,79.349,261493,latin,2010s
4LFBVDJV0xpayUvquQVzhS,Cut the Cord,Shinedown,67,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,224597,rock,2010s
7qCAVkHWZkF44OzOUKf8Cr,El Perdón,Nicky Jam,74,0.628,0.69,8,-5.828,1,0.0511,0.446,0.0,0.112,0.662,179.911,205907,latin,2010s
29SRvYOKbMLOZeOubNGtLb,Is She Really Going Out With Him?,Joe Jackson,58,0.874,0.318,3,-6.869,1,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,215067,rock,~2000
6L5BZEcZmD6RBJnimzlyKr,Nights In White Satin - Single Version / Mono Mix,The Moody Blues,67,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,rock,~2000
5ZiGdWZvv9kaWw1UFcmDur,Shape of You,EZA,2,0.596,0.39,11,-9.708,0,0.225,0.596,0.000368,0.487,0.652,176.0,225682,pop,2010s
1a9rZyDXVfvyAQQvp63gHc,Naked,Elin Bergman,34,0.703,0.559,9,-7.875,1,0.0444,0.0538,0.0,0.0589,0.373,110.043,204510,pop,2010s
16QhpULFOW9fE2yvXsJV6A,Takeaway - Andrew Rayel Remix,The Chainsmokers,62,0.469,0.83,8,-3.301,1,0.0727,0.000187,0.0,0.0875,0.162,126.835,180000,edm,2010s
5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,Foo Fighters,73,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293,rock,~2000
3OcQkcvTcohs8vO8Rd3sKF,The Humpty Dance,Digital Underground,62,0.813,0.693,10,-8.0,0,0.266,0.0341,0.0,0.121,0.618,103.508,391693,r&b,~2000
51Rzl0NM0JDcGa21IA8hDc,JOANNA,Kiyotaka Sugiyama,27,0.782,0.283,11,-17.231,0,0.0346,0.516,0.00026,0.324,0.648,115.683,279427,rock,~2000
4f1lXCkLLZV7K2zJhAAMwZ,Lavish,WYLD,6,0.662,0.582,7,-7.937,1,0.113,0.404,1.43e-05,0.192,0.599,99.904,204600,pop,2010s
4Y1pFoYkE9aulSGRD39nqU,Keep Yourself Alive - 2011 Mix,Queen,42,0.442,0.736,9,-9.546,1,0.0744,0.257,7.31e-05,0.157,0.597,134.21,227467,rock,~2000
3ad2YBjPdml9PfkdoU990V,Up Around The Bend,Creedence Clearwater Revival,0,0.619,0.799,2,-8.897,1,0.0344,0.0906,0.675,0.286,0.841,130.286,163560,rock,2000s
6cOb0Ag4iI3YVwHvuxkErn,Is It Good To You,Teddy Riley,39,0.774,0.81,1,-7.775,1,0.0649,0.0677,0.000701,0.0269,0.526,107.709,257400,r&b,~2000
29hBRadFZf9QTGRHZmxm65,One Week,Barenaked Ladies,69,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760,pop,~2000
7tUXZgLbOCvRJ9FBlairoU,Venom,Ghostemane,68,0.909,0.573,5,-6.856,1,0.181,0.0332,0.0163,0.657,0.392,144.946,134271,rap,2010s
4C8qZRxrteBY9F8r2oZrV3,You're All I Need,White Lion,58,0.506,0.514,2,-10.689,1,0.0284,0.0828,0.0,0.174,0.24,117.53,269000,rock,~2000
6hFHsQWB7HdVrSe7efRR82,Como te extraño mi amor,Café Tacvba,70,0.791,0.759,9,-5.67,1,0.037,0.0823,4.44e-05,0.0993,0.917,124.725,214880,rock,~2000
3OEF72iu0qSN75kiw0qP1o,Pure Gold,oomiee,1,0.64,0.857,4,-8.26,1,0.266,0.00164,0.557,0.336,0.645,128.058,147187,pop,2010s
0J6mQxEZnlRt9ymzFntA6z,Livin' On A Prayer,Bon Jovi,24,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,249293,rock,~2000
1YAl8UoW0jppOPAGugF2Kr,Basquiat,Milano The Don,38,0.563,0.944,9,-10.136,0,0.143,0.0613,0.928,0.479,0.125,149.964,153617,rap,2010s
1ERxZwkfoHM91tdOWVPI78,Grace,U2,37,0.371,0.238,0,-16.164,1,0.0299,0.867,0.0241,0.0966,0.329,179.99,332773,rock,2000s
2GSr8anleCXKLNjjjijoMZ,Yo Quisiera,Reik,70,0.682,0.658,2,-5.251,1,0.0432,0.0823,0.0,0.0851,0.784,77.978,217987,latin,2000s
4k0bXm9Q4RaTuYi09i4lKK,Jump (For My Love),The Pointer Sisters,63,0.86,0.705,10,-12.514,0,0.0894,0.107,8.87e-06,0.149,0.854,134.395,262618,pop,~2000
4cZ1wv3XMgUNjIn4PtzhWF,Subelo (Further Up),Static & Ben El,57,0.836,0.834,6,-2.441,1,0.197,0.0454,0.0,0.29,0.821,100.01,141721,latin,2020s
3t0HLqGFR1xl4pVQn6VXJL,BullDog,Raven & Kreyn,32,0.75,0.951,1,-4.633,1,0.134,0.0265,0.0,0.302,0.666,128.029,139687,edm,2010s
7uaSDIL9QzabF2Je0FyDZ7,Lacrimosa,Apashe,55,0.604,0.789,5,-2.437,0,0.137,0.0104,0.292,0.338,0.563,135.02,217333,rap,2010s
5A5D6sO5PJUAClOnggOeHB,Okay Okay,Bombs Away,45,0.642,0.897,1,-4.016,1,0.309,0.0598,4.61e-05,0.135,0.775,127.552,137543,edm,2010s
14WsidKNckjSyoa18e0xnp,Bumbum Ignorante,Dennis DJ,67,0.857,0.733,5,-3.528,0,0.0985,0.158,0.0,0.0855,0.855,155.061,136258,edm,2010s
1qbRBE3P3feRkXcWkO0u97,Now That We Found Love,Heavy D & The Boyz,3,0.747,0.696,0,-14.737,0,0.0631,0.0409,0.0,0.181,0.674,119.954,258200,r&b,~2000
503OTo2dSqe7qk76rgsbep,Still D.R.E.,Dr. Dre,75,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,rap,~2000
5YGhQpZhMBTJ4ROUns2MVB,Party Like Its 1920,The Swinghoppers,44,0.75,0.95,9,-5.059,0,0.167,0.137,3.93e-05,0.426,0.707,119.962,185000,edm,2020s
5bWS96mfbc2Fx7D65T2EoM,Red Wine,Quinn O’Donnell,25,0.589,0.137,2,-19.26,1,0.0307,0.595,0.0007,0.105,0.139,134.681,244994,r&b,2020s
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,79,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,rock,~2000
4iQZi2sMZlbTpcUlo5YGBf,Midnight Blue,Lou Gramm,50,0.664,0.695,0,-11.543,1,0.0292,0.134,0.0444,0.108,0.656,113.762,236093,rock,~2000
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",84,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,latin,2010s
0gaMmmhGi5buPXpquSAfxg,The Temple Of The King,Rainbow,59,0.486,0.487,9,-11.633,0,0.0341,0.445,1.44e-05,0.0648,0.373,81.972,282013,rock,~2000
4EmrbKpQotKGCH0IWCnAOP,Add the Bassline,Jordan Rakei,13,0.753,0.352,8,-9.566,0,0.173,0.182,0.000102,0.12,0.53,89.968,158145,r&b,2010s
3Yq6KrF4TLfFxJgVqkD8zm,Joy,Mary Mary,28,0.799,0.606,6,-7.029,0,0.0996,0.0929,0.00116,0.238,0.846,90.108,250867,r&b,2000s
77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',Journey,74,0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,248907,pop,2000s
4wMMiSEzBgqpkTX4XyTNOU,Forest Fires,Fred V & Grafix,0,0.464,0.903,9,-4.072,1,0.0527,0.00226,0.0336,0.111,0.461,174.082,206891,pop,2010s
6zTABPrCYA8fm5ZpWrzKbz,Latin Lingo - Blackout Mix,Cypress Hill,33,0.867,0.738,6,-8.797,0,0.0825,0.136,0.0312,0.16,0.883,91.174,228067,latin,~2000
6LdkP7aDWJ6sWL8lb3MDDy,Westside,FMLYBND,32,0.626,0.621,2,-8.665,1,0.0443,0.0263,2.64e-05,0.204,0.708,150.089,197354,rock,2020s
5ibELGcXGqX5x9TWFeNPxY,Motorcycle Emptiness,Manic Street Preachers,60,0.522,0.799,4,-3.641,1,0.0301,8.38e-06,0.0659,0.174,0.196,112.448,305707,rock,2000s
1EXrFPfVNVsyb32yapebbM,Our House,Madness,65,0.589,0.715,0,-6.073,1,0.0401,0.0884,0.00105,0.0559,0.806,120.999,203120,rock,~2000
1aZLIbKEdsyqxyD6iNcrbA,Pour Some Sugar On Me,Def Leppard,53,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,267307,rock,~2000
0jnNF53wBDWdMFZTt0ZLe0,Money Monica,Hansie,42,0.582,0.768,6,-6.108,0,0.262,0.238,0.0,0.132,0.87,103.874,217439,latin,2010s
0TK2YIli7K1leLovkQiNik,Señorita,Shawn Mendes,93,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,r&b,2010s
42krrhUrCSKVBNm2tkHY5N,O que Tiver de Ser,Detonautas Roque Clube,36,0.421,0.843,7,-4.532,1,0.194,0.0352,0.0,0.114,0.344,180.18,172167,edm,2020s
12BbMJsJi65mxneq6c9Lm7,All That She Wants - Remastered,Ace of Base,16,0.707,0.628,11,-9.684,1,0.0877,0.00526,8.21e-05,0.104,0.87,187.548,211213,pop,~2000
7FWuzwapuKHTEyDJIcQOw3,Stutter (feat. Mystikal) - Double Take Remix,Joe,52,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,213027,r&b,2000s
3iTllF0YzTTQqFs7894HIb,Rutte No Jave,Freddy Moreira,25,0.898,0.943,1,-3.491,1,0.0611,0.0264,0.0053,0.393,0.778,107.986,131944,latin,2010s
0ZU0XSkAUFqHxiXDMU5FzB,How Long Will They Mourn Me?,Thug Life,52,0.81,0.613,1,-7.503,1,0.113,0.0624,0.0,0.353,0.45,87.042,232947,rap,~2000
7gcVX05HnwUIHev1pkh0ne,Quicky,Fractite,31,0.74,0.123,8,-10.878,0,0.0734,0.00163,0.808,0.0827,0.205,90.988,79121,rap,2020s
4s0o8TJHfX9LLHa0umnOzT,Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,60,0.814,0.387,0,-9.867,1,0.0945,0.0248,0.0,0.131,0.792,93.961,225173,rap,2000s
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,88,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,r&b,2010s
1CAw3ethNuSDPf3E7luSFF,Faded Pictures,Case,58,0.705,0.511,6,-7.422,0,0.202,0.125,1.72e-06,0.153,0.581,82.011,229773,r&b,~2000
0FNncxWqxQeccVxlwBo55N,Se Te Ha Olvidado,Barrio Sónico,30,0.769,0.77,1,-9.466,1,0.0473,0.23,0.0,0.0598,0.915,101.991,214094,latin,2020s
72hcFp4tYkd3dbNA9dZ3Pv,Bad Medicine,Bon Jovi,67,0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642,316707,rock,~2000
2bfGNzdiRa1jXZRdfssSzR,Dirty Harry,Gorillaz,65,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,230426,rock,2000s
5jrcnHY27FfJpcWdCPdG61,In The Nights,Damion,0,0.803,0.636,10,-6.004,1,0.307,0.107,0.0,0.0903,0.324,140.006,219840,rap,2010s
1eetzMDPNpYSZOreBw7SSk,Soul Sista,Bilal,51,0.706,0.326,8,-10.45,0,0.116,0.538,8.06e-06,0.171,0.705,145.976,318667,r&b,2000s
3zoYQLfNEvJ7UvQ4em2vsT,La Vida Es Un Carnaval,Celia Cruz,57,0.813,0.735,0,-4.982,0,0.0776,0.482,0.00187,0.285,0.853,104.056,277000,latin,2000s
6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,Isaiah,67,0.433,0.745,8,-4.632,1,0.0377,0.221,0.0,0.0981,0.588,95.472,193447,latin,2010s
